,0,1,2,3
3813," It's bad faith, and we're operating in, like a legalistic frame, you know, I know, but he's making me, but he's like, made me. It's like a stick left money, you know, and love is a stickler for money. But like, it's, he's made me like, like, like angry because of money, you know, and not just that. But it was just like there was just like, slide like disgusting, like feeling in which should have like, I can like, I'm like running up against his total.",1705.0,1737.0,220317_001_me.wav
3814," just sort of, like,",1737.0,1739.0,220317_001_me.wav
3815," Like fucking like, greed in are a mean, and I'll just, I'll just agree. But like, fucking like this fucking like wall of all the, you know, this is mine, you know? And, like it and like that was like, I can feel myself walking up against it, you know, and if I start like, like, pushing on it, you know, it's like he just come out when he gets angry and he gets",1739.0,1767.0,220317_001_me.wav
3816," Related to that car crash, you know what? I mean? It's like not my fucking problem. And that's that's that's the same thing with like egg knowledge into humanity and he doesn't do it because you have knowledge, the humanity in South. So how the fucking year you or whatever? But it's like it's like",1766.0,1784.0,220317_001_me.wav
3817," like why the fuck would you quit? Why would he give you those pesos back? No, no, no. No, he wouldn't, he wouldn't even then I want it but",1791.0,1803.0,220317_001_me.wav
3818," The system that fucked in that led to the bullying that would like his dad and his own fucking world. Is that like, you know, every man is an island that you have to fucking answer. It's the conservative talk. Now the thing is that he didn't even on that, you know, and the thing is",1804.0,1822.0,220317_001_me.wav
3819," But the thing is, I'd like more and more. I just I feel",1827.0,1834.0,220317_001_me.wav
3820," It's like now I'm like now I if I am to like it, you know that now it's time to live those dreams. You know that the only way to actually get that feeling back isn't you can't you can't get it back, just vicariously by thinking of it anymore, you know, you can't get that feeling anymore. Just just threw that. You know, I can come in like thick is, but like now is the time in which, you know, the dream is actually lived, you know, the story is being written, you know, the time that the times I recoverable, you know what I mean, and and, and,",1838.0,1872.0,220317_001_me.wav
3821," And I'm starting to realize it. Like the most important decisions that we make other ones about the community and the paths and the channels are in which we build, you know? Oh, yeah, I'm stop. I'm stopping and starting to get that, you know what I mean, but that like the community that we built that date date this Channel and structure our entire lives and the influence us like extremely deeply and and nothing is made me more like spiritually, sick over the course of my like over the over the course of the past couple years of like top three is living with Simon and not shit. Like I don't know what else would have not seen nothing that I can't think of anything that's like in the past few years, but has made me more like they feel that has been a while since we went on me that my friendship with Simon.",1873.0,1925.0,220317_001_me.wav
3822," I'm like, what the fuck do I make of that? You know, and I know, you know, I made some fucking I mean some fucking choices, you know.",1924.0,1938.0,220317_001_me.wav
3823," and it's like, I'm almost just like,",1940.0,1942.0,220317_001_me.wav
3824," I like love him. But like I need like, put on my oxygen mask, you know what I mean? I need to get as far away from his like, disgusting rhetoric. I need to get as far as fucking way from his truck from all of these, like, these supposed values than just like, totally locking me in, you know, drowning me.",1943.0,1964.0,220317_001_me.wav
3825," Ifucking made my mind up. Like I am. Like I am done with this, man. That's like, exactly exactly how I felt like, I cannot like, if, if like, if I can do it, like, I do not want to spend another fucking s around him every moment that I like make is like a moment of my life. Just feels like being drained out of, like, one of those like, Harry Potter on the fucking ghouls, like start sucking your soul out. Like, it's like",1967.0,1998.0,220317_001_me.wav
3826," The only light is like the artificial light of the computer screen, you know, is that little like Figures were talking like a Pokeball on the table at some guy, over in the fucking like this shit and die. Like he just needs to",2005.0,2022.0,220317_001_me.wav
3827," Hittite, you knowing that the fucking like black everything. Cuz it's like I was thinking about you. I know, I know he's getting the line apart and he's fucking like eating them away, you know, literally like I know, I know, I know he said that you things up alive.",2023.0,2047.0,220317_001_me.wav
3828," it's at and the thing is, is that like living with him, like I came like, when I arrive, I feel like suddenly, I feel like a like a",2049.0,2060.0,220317_001_me.wav
3829, Like that was like.,2063.0,2065.0,220317_001_me.wav
3830," Call Connie, who lives down the road from such as she's trans, and she just you know, I walk in the room is on just one time. We went walking with that. She's she's like really pretentious but she is from, she's from Brooklyn, but she's also like magical, you know, I didn't mean like just a very magical person. She's dropping. She's dropping out now to pick up the guitar, and she's on the plane and it's beautiful.",2065.0,2094.0,220317_001_me.wav
3831," You know, she was just like she was fantastic, you know? And",2094.0,2100.0,220317_001_me.wav
3832," I felt like,",2101.0,2103.0,220317_001_me.wav
3833," What's his fucking name, Mark?",2103.0,2106.0,220317_001_me.wav
3834," Who is the guy in the bar mat? I felt like a mass in comparison. I felt like fucking some, some, some offshoot of CMC, some some faceless some like some, like.",2106.0,2122.0,220317_001_me.wav
3835," It was like, you know, she was beautiful.",2126.0,2129.0,220317_001_me.wav
3836," I just don't feel beautiful. You know, I used to like you the what need to stuff thing about making oneself, like I didn't.",2130.0,2143.0,220317_001_me.wav
3837," I always thought alike just by living, you know, just by being who I am, you know, the people around like the people around me would somehow like realize their own, you know, the poem structures and systems and everything that I'm around them. Like, like, I am a piece of art. You know, that I am like a provocative like that thing, you know, that costs that cost people out instead of that, like, the ordinary in to sort of into in into a wild of of whatever that I had that impact and not feeling that sort of like that. Impulse, some people around me, you know, but like gradually I've just been feeling that leaving me and I've been feeling myself more and more accepted, you know, anymore and most of integrated into these things. But at the same time, I just feel I don't. I feel like you know, before it was like, you know, the steps that I took, you know, it was like, you know, roses in like weeds and like moths would just like grow, you know, underneath my feet. So, you know, everywhere everywhere I stopped.",2145.0,2206.0,220317_001_me.wav
3838," That's how I thought of like, you know, that's extremely narcissistic as well. But it's it was like I felt like a I felt like an ass, but I felt like I felt like this upset like, like I felt like I was channeling the absurdity, you know, like, I had some kind of connection to God and I was challenging this, I was channeling, enchantment thing, you know, just beyond, you know, I'm not like I had some kind of just my mere existence was just like a beautiful fucking thing. You know, I'm just like change the app and change the walls, you know, just just by my being, you know, and now I just I feeling myself like",2205.0,2245.0,220317_001_me.wav
3839, In like mixed with a specialization and with a half-hour and whether I feel myself just being locked into a place in which sort of like might might.,2245.0,2255.0,220317_001_me.wav
3840," my, it's like",2255.0,2257.0,220317_001_me.wav
3841," My power is controlled and measured and directed, you know, in which soda Vine, I might be growing. You know, what time you're the fool like me, anything in the lab, you know, rather than serve like growing needs of the Wild.",2258.0,2272.0,220317_001_me.wav
3842," the most limiting way to go about discovering new, like,",2275.0,2280.0,220317_001_me.wav
3843, Who the fuck?,2281.0,2283.0,220317_001_me.wav
3844, Reeves Wallace Stevens.,2283.0,2287.0,220317_001_me.wav
3845, And then is meant to write a five-page reflection essay on it.,2288.0,2292.0,220317_001_me.wav
3846, Three of them in a semester.,2292.0,2294.0,220317_001_me.wav
3847," That's a death sentence and we got shit is an absolute. You write it if you want to you know, where you fucking sing a song. If you want to or you make a piece of art that you have a conversation about it or you just fucking going think for an hour or two on. It thing through these nails. That are the exact same format and the exact same parking lot. I'm not in this task over and over, that can be Quantified in my subject. Some of the fucking like, that's other thing. I'd like this. Like, in this reference of, like, objectivity and I say things that, like, you know, yours is like, no one to talk like, you know, what, it's like in some way, like whatever. I like. I'm trying to, like, fucking like poke the bear of conventional. Sometimes I go about it, like stupid or even hurtful ways, but it's just like,",2295.0,2344.0,220317_001_me.wav
3848," And yeah, I know.",2346.0,2349.0,220317_001_me.wav
3849," That's why. I know the thing is, is that I agree. I agree sometimes but like, I was like the thing is going to linen pants. Like, I read a story book to I bring my power bowls instead of writing essays for him, you know, in like he like except that it's more. That it's a foster wildstyle really, that's crazy. I would love that love to read that.",2362.0,2397.0,220317_001_me.wav
3850," I have like some, like drums in it. It's so fun. You know, but the thing is, is that like they do that because how it has been, you know, on how it always has been like in Spotify featuring me like right, which I think it should be in there. You have to upgrade its the goal of Education vs. Education. You don't talk to me grades, you know, if it's his knowledge like",2397.0,2440.0,220317_001_me.wav
3851," I almost want to like,",2440.0,2442.0,220317_001_me.wav
3852, I almost want to like start a school.,2442.0,2445.0,220317_001_me.wav
3853," I love the way I love to hear about some of the things, but like it, I'd love to read like to quotes.",2501.0,2508.0,220317_001_me.wav
3854, One is from a fallow at the very end of Othello.,2509.0,2512.0,220317_001_me.wav
3855," It's like really hard to get into it. Like when you start getting into it. You know, when you said when when when when you stop someone getting stuck on the language itself, if you start reaching sort of like it one lady when she's so it follows that the ladies best friend who gives. So it doesn't matter what the story is, you know, but she like said she was but she pass along some things that was so I ended up killing how they made an, you know, how you like the handmaiden for like a for this lady who ends up dying like the main Vietnam, Beatrice, whatever she's called. So come my soul to Bliss as I speak true. So speaking, as I think I laugh, I die.",2515.0,2564.0,220317_001_me.wav
3856," So speak as Adeline got. So speaking, as I think I last.",2566.0,2571.0,220317_001_me.wav
3857," Never speak as we think he and I know. But that's also like several other readings of this. You know, it's all just like Isis speaking. It looks like it, you know, it's like I think that I'm speaking, you know, and then there's also you know that that once",2572.0,2590.0,220317_001_me.wav
3858," Once the waltz of the death of you, you know, and then the doors like and then there's also just lost a slip of my boy has it as the end approaches from memory the Roni w w w w taking out the place and mutilated W from other men those with Allen's left him by the hours in the centuries. Those are you know, that's our inheritance just a whole load of like mutilated wide. So, you know, I know and that's like what I've been doing for a very long time and I feel I feel like there is something grotesque about that, you know.",2590.0,2632.0,220317_001_me.wav
3859, Create new tablets. There's any truth. It's like the old.,2633.0,2637.0,220317_001_me.wav
3860, I wish I had thought through strength me. All my God.,2637.0,2641.0,220317_001_me.wav
3861," If I can find it, the smoke.",2646.0,2649.0,220317_001_me.wav
3862, It's called back.,2657.0,2659.0,220317_001_me.wav
3863, Call Dad.,2660.0,2661.0,220317_001_me.wav
3864, Blue tablets here. Do I sit and wait old broken. So New Hartford and tablets whenever,2672.0,2680.0,220317_001_me.wav
3865," They seem like real new chicken shit. No one tells me anything new. So I tell if my self mine Own Story. This is a wacka translation. I said, broken tablets in New Hartford and one no one tells me my story.",2681.0,2701.0,220317_001_me.wav
3866," He's tied with me and they don't, you know.",2701.0,2705.0,220317_001_me.wav
3867, I need more time in nature that because all we can do is just form new structures out of old Lego blocks.,2711.0,2719.0,220317_001_me.wav
3868," Source. Yeah, I know. But the question is, is like, where is that source? And I'm wondering if you know, you know, Christianity believes that the source wasn't involved in the nature itself, you know that Jesus was a source, was 3 weeks ago for the different referendum, Amy. And all the alien on that, like, you know, everything else might flow for that River but I but nature isn't the ancestor, you know, our ancestor is the thing about nature, We have to share a common ancestors, but we are ultimately from a different route.",2720.0,2754.0,220317_001_me.wav
3869," and like, I know but like,",2755.0,2761.0,220317_001_me.wav
3870," I just want to let you know, we came back and was so happy to get back and I can go get back into society, you know, but the same time it was like I was Thoughtless and I was feeling this sort of like this sort of attempt to sort of make something out of nature. You know, that was my dreams, you know, and those things I was trying to make substantive substantiate my imagination out that, you know, to have like a few lines of poetry into my mind is all I wanted, you know, the fritz and naturally if he had the full me, you know, how to say, it looked upon the mountain. You know, that's all I want like Thing by myself for 20 minutes is exactly what they did. I like wrote a little thought. I just think we didn't give ourselves a chance. Do you know cuz we can I know. But the thing is, is that like even out there and I was just like, trying to build the 10th. I was trying to build the thing. I was trying to get the logs together and place the rocks to see the whatever and like, fucking do some upset. Like I should have said, I should have, I should have",2763.0,2824.0,220317_001_me.wav
3871," Go on it. And like it instead. I just like, I was like just keeping myself busy as if I was like, as if it was like 2 months for me, you know, all of that. And I don't know what happened. I used to, I'd always walk like I, my family and I, we were walking out of work like a many, many steps behind, you know, so that I can be alone with my thoughts. Yeah, you know, you know. And",2823.0,2850.0,220317_001_me.wav
3872," Fuck. Like. When I find myself again, it's like, it's like, I've been like inundating myself with, with, with like, people and things, and society, and tasks and and, and steps, and and objectivity objectivism, you know, and objects of desire and you know,",2850.0,2875.0,220317_001_me.wav
3873," Todd's and all these different things, you know, I've been, I've stopped my life to the Limit with Furniture, you know, her with with sort of like a, you know, and it's all come with this sort of like,",2875.0,2890.0,220317_001_me.wav
3874," discomfort this happiness, you know this the sort of like a thoughtless, you know anxiety on how you know, cuz everything is like is is",2891.0,2903.0,220317_001_me.wav
3875," it's like you need to get yourself in order. You like slapping yourself to a 2d thing sucks that you can manifest yourself in the smallest of actions, you know, find something about you talking about Mark Cuban.",2905.0,2920.0,220317_001_me.wav
3876," You know, Marxism never took the the proletariat treat Evolution for the doll comfort of capitalism.",2919.0,2926.0,220317_001_me.wav
3877, And not kill myself.,2927.0,2929.0,220317_001_me.wav
3878," Gas me how much I love it. Yeah. I know. The thing is that I know it's that because, yeah, I know because it's because like, I felt like, even with like,",2939.0,2954.0,220317_001_me.wav
3879," That's why she's like living. She's like, you know, going into sort of like this at going into you don't like like saving the planet and my savings or the blending really just like throwing yourself, but I wanted like the biggest problems that is out that you know, and I also want to like taco one of these problems, you know, but like I almost feel like",2954.0,2977.0,220317_001_me.wav
3880, I just become so selfish. I know I become so comfortable. I'm like it. I'm a bitch. Yes it and,2982.0,2992.0,220317_001_me.wav
3881," if something's too uncomfortable, like I",2993.0,2996.0,220317_001_me.wav
3882," I hate that, you know. And that's why I like I'm busy myself for like discomfit. You know, what? Like filling my life with meaningless little tasks. You know, that I just need to execute on. In order to sort of it is my mom. You know, she does the exact same thing, you know, you know, it is totally fucking unhappy but like because she's unhappy she feels like it even more talks and even more things that just to do in the one that's a sort of like your I like as almost like some kind of like Penance as some kind of sense of like, you know, don't be comfortable, don't be satisfied, you know, because you must whatever, does the same thing precisely like the old lady that like, tossed ultimate to walk, you know, when you're sitting. Like trying to manage this sort of Empire. It's like there's no like experience of action of fun, do whatever it just walk, you just walking at all these little achievable tasks.",2996.0,3052.0,220317_001_me.wav
3883," Tell yourself, man. It's like like I had it wrong about Sisyphus. Fucking never always know cuz you looked back then like Looking Back Eyes. You can see, you can stop fucking rolling the Boulder and I have to walk back down, if off the fucking Mountain, you know, this isn't this the right? But he just keeps walking walking. He's like in the way that Simon walks, you know, but that's one foot in front of the other one for almost a hundred percent. I'm like, I feel myself becoming an extremely capable robots.",3052.0,3107.0,220317_001_me.wav
3884, Diamond commands me for it.,3110.0,3113.0,220317_001_me.wav
3885," You know, like somehow like somehow, like me becoming more appealing or more respected by Simon. Is it is like the biggest is the biggest insult.",3115.0,3125.0,220317_001_me.wav
3886, I know one thing is that like on ultimately like it. I feel like it.,3127.0,3132.0,220317_001_me.wav
3887," Like, it's like really, it's like, it's it's a nice thing for me to be with you call that because it's like it.",3132.0,3140.0,220317_001_me.wav
3888," It's like you've been taking the different direction, you know, it's like it's like we've like swapped the rations almost. It's like I was like I'd like",3140.0,3152.0,220317_001_me.wav
3889, Like a little bit. Like like you're like in pursuing the sort of,3152.0,3157.0,220317_001_me.wav
3890," there's almost like a little, like",3160.0,3163.0,220317_001_me.wav
3891," Like I want that freedom against like drawer and select make that little like thing. It's me to write that poem to like do that thing and it's sort of like, engaging sort of like, I don't know why when is going, but some of floating in to sort of like, you know, like a like a lot of I love that. I know you like, like a, I've seen you go towards like, like the all the places where my soul want to do I go, you know, I mean, like, I've been like, yeah, I know you like it, like, beautiful as I give, you got your, like, your fucking watering, and you've been walking on this God, and you've been planting the seeds. And it's like, the garden stockings bad like fruits and like delicious, whatever things and it's like fucking beautiful to see but it's like, I like was living in like a jungle, you know, and like now I'm like, you know, just call me back. I'm in like the cop. Yeah.",3167.0,3228.0,220317_001_me.wav
3892," of course, you know, I was I was because I needed to sort of, like, make contact with the society, and now it's like, you know, now it's like I have this sort of like,",3227.0,3239.0,220317_001_me.wav
3893," you know, I have I have",3239.0,3242.0,220317_001_me.wav
3894," But I most likely lost, you know, it's like when I was in the same thing like that feeling of like that, where your Feet's white, why your feet touch the ground? Do you know, like moths and wildflowers grow, you know, it's like that. Like magical, sort of, like walk of all that is you, that is your life. You know, it's like, I stop. I'm starting to feel like sometimes when I walk, you know, it's like a bike cracks and crap, you know, instead of that the grass dies underneath my foot, you know, as as as I stopped, you know, that the flower was weather and I'm the things, whatever. Go.",3242.0,3282.0,220317_001_me.wav
3895," And all the while while being like commanded by a lot of the people around me, you know, like, you know, becoming more like whatever and reaching some stability. And, and so did like you changed. Like, I can like tell there's something about your nature and your or that's more like, whatever. I don't feel better. Like I do feel bad that like I've been saying like, oh, I think the more I've been saying like, oh, I feel better than I ever have before. You know, I said that like a hundred times over the past couple months if, you know, you know, I don't think I do feel better than I did before, you know.",3283.0,3323.0,220317_001_me.wav
3896," I do like,",3323.0,3325.0,220317_001_me.wav
3897," Doctors way, you know, my wounds are healed, you know, in my, you know, I'm I my body objectively as like, you know, can walk, you know, and can you know, but it's time for me like, fucking pack up. It's time for me to pack up.",3326.0,3345.0,220317_001_me.wav
3898, It wasn't a fruit as fucking stop you now. And you're like,3346.0,3353.0,220317_001_me.wav
3899," I don't think you would be leaving with like the fucking people that you're leaving with any sort of like the the Vigor that is like reinvigorated events. Like I think you need a softball. So like it reconfirms that fundamental like fucking like I happy, I'm not comfortable in this world of like appearances and fucking just like, you know, like endless sort of Cycles to bullshit. You know. That's all that are inside and gives me it just it's it's it's like appearance and and bullshittin and disgusting that she would like hugging at the top of the mountain. I'm sorry, fucking push her off. You know what I mean? She was like, she, like, whatever. And she was like, what? And when he said that thing about, like, the portrait out. Yeah. I don't want the portrait view. Remember when she said that, you know, they didn't say that they can want to Portrait she",3353.0,3410.0,220317_001_me.wav
3900," I don't know but she doesn't want a picture of Simon and huh. That's what she wants. You know, she wants a picture of like a landscape. It's like she didn't want a picture of her and Simon like that. Like she need that she said so, you know what that's not what I wants, you know, and it wasn't just",3411.0,3428.0,220317_001_me.wav
3901," She wanted the fucking landscape photo. I don't know if she wants to like the look. I am like here in this place, you know, not, I am here with this person, you know, and this person is like a part of a contacts, you know, about this person is in the singularity like this passing. Like, I alternate lead, I don't care if I have a photo with if like, exactly, you know and see when do but then she was like, she said something else. Like the Simon is, it was like, she just like freaked me out. And then she like, she helped. She like she like she like it. How did Simon was like, you know what I mean? And she was like, then she was like hugging him and I'm just like, you know, like fucking like run away, but I just like I just wanted to like like I was just I was talking to have the store like just push him off the mountain, you know, I mean as in you",3429.0,3483.0,220317_001_me.wav
3902," I've never been like, I've never felt so much.",3484.0,3488.0,220317_001_me.wav
3903, I don't feel.,3488.0,3490.0,220317_001_me.wav
3904," don't feel like,",3492.0,3494.0,220317_001_me.wav
3905, Good.,3494.0,3495.0,220317_001_me.wav
3906," I don't feel like just like I had like a long ass out of there. I didn't eat anything. I just I just had like a beer out like a misplaced. I sat down and talked to some guy called Tristan to study five year old guy from China. In September to scout. He like, ask me some questions. He wants me to have a baby with him tonight. You just gave me like that. Why should I stay at the Spirit Machu Picchu and stuff like that. It was whatever. But he's like a capital investor. You like some kind of like DC pasta in the spot like this.",3496.0,3533.0,220317_001_me.wav
3907," You know, it's like the Hamptons in Colorado. That was just so, you know.",3544.0,3554.0,220317_001_me.wav
3908," you know, in some way like this this Village makes this place and I love the fact that like it that we find the mountains with it for their minerals, you know, and the fact that like",3556.0,3566.0,220317_001_me.wav
3909," I mean like it's just it's it's we built a playground and on top of that. I'm not supposed to like like it feels like oh you don't step off the path, you know, and I don't like whatever. I like me know all this, don't like walk this path experience this. Like a prefabricated little sort of like a picture after experience.",3567.0,3588.0,220317_001_me.wav
3910," And I'm like, I don't like that at all.",3590.0,3593.0,220317_001_me.wav
3911," I just don't know, like",3594.0,3596.0,220317_001_me.wav
3912, I know I just love to hear about your dad's mission in education. That's just been on my mind all songs. You should you know the band wolf Alice.,3616.0,3630.0,220317_001_me.wav
3913," They have this one song called Sing purple and green. It's like her talk to her grabbed. You even talked about this place. You called it. Probably fine. We got to find that fucking that purple and green for ourselves. And the path is like, it's like those Mountain. I think I remember like the sort of the first moment that I know, I tried not like life. Like, every decision in life is like, just got sucked up and it's his down in a million continue, have to keep walking on that leg, like, pleasing yourself like on the only like viable, like there's like one space for your foot to go and use can't be lonely at like honestly, right? Like this and like",3631.0,3685.0,220317_001_me.wav
3914," That's like, I'm, like, way. I've opened up the Haley in the past, like four months in a way. I didn't think I ever would, you know, and my Dash isn't but the same time, it's like, it's like I feel like I've",3687.0,3702.0,220317_001_me.wav
3915," It's like, I really want to, like, I think that's the reason why I like, you know, like, when you have like these famous, Ikes alkyls of office to something like that. That's a reason why they become famous together, you know, and it's not just that like each of the best ones found the other best ones and then made friends with them. You don't want to make a society of, you know, is that like there was some idea that you stop bouncing between them, you know, and that idea that bounced between them sort of like and everyone Chad and so does that light? You know, I'm not. Lights that initial set of like that conception that whatever. Just so I would like flowed through channels, you know, there are very few people who are like, you know, the wildest even the suit, just like those disappears and sent, you know, I'm just as like a solitary like kasel, you know, who just has that like that.",3709.0,3759.0,220317_001_me.wav
3916," You know, of course, he had his own like this on fucking problems, you know, and I, I want, I want to find that Community. Like, help support. I like, you know, that pushes me to to write poetry. You know, that is not like daunting opposition to it. Somehow like Wallace Stevens in this family, you know, that. I feel like it's always been in opposition every single time. I've done any of these creative Endeavors, you know, like I'm like, I'm like struggling against something, you know, unless it's almost like sucks the life out of it before I can actually like it. I can actually do it. I want to find that like crazy of community that like to be in a fine. Be beautiful but also like selfish to, you know what I mean. In the sense in which like it can be like in any field for any but I want to like it doesn't have to be, you know, like, you know, that like piece of also, that piece of whatever I can just be sort of like a",3758.0,3819.0,220317_001_me.wav
3917," Just like I got like, literally in anything.",3819.0,3824.0,220317_001_me.wav
3918," Until I want to want to find that but I realized I liked and wanted to do that. I'm going to have to start like, you know, like I don't know like",3824.0,3834.0,220317_001_me.wav
3919, I can like maintain my friendship with Simon in the way that live in like and like I don't know how would I would go about cuz the thing is he's going to like,3835.0,3844.0,220317_001_me.wav
3920," I somehow like mean so much to him in in so many different ways, you know, and",3844.0,3854.0,220317_001_me.wav
3921," I got like telling me, you know, that he makes me fear for the unwell.",3858.0,3862.0,220317_001_me.wav
3922," like, icon icon like I I need",3867.0,3871.0,220317_001_me.wav
3923," I need I need to like people who, you know, who I can like chat with things like great with you know, and who I can. If I don't feel like that. Don't feel like, you know, if I go out to show up supposed to Simon, you know, it'd be like",3871.0,3888.0,220317_001_me.wav
3924," I like I like the I like the part where you told about the feet, you know, I'm just be like",3889.0,3896.0,220317_001_me.wav
3925," just like all and I mean we talkin talkin to the math enough to decide for me. The only reason I'm doing it is because it's up there was like I see a magic in it, you know, but like everyone else I meet and that's the thing that I'm like, really scared about what this like. Yeah. I seen this magic but I don't see magic in any of the communities that practices, you know, which is why I like it. I want to take this, you know, to the artist, you know, I want to take this site to these different areas. I don't have it, you know, because in order to like, put it within and situated in a different Society, even if I misunderstood, then why why lying that? You know, cuz I'm trying to, I'm trying to find trying to find that Society like psychology, maybe it, but it's already like that but like, it's like in my tits, like him might be somewhere in the end and around that, you know what I mean?",3900.0,3960.0,220317_001_me.wav
3926," This is the one thing that I've gotten from the Kania thing is like, the only, the, like that while these choices seem like fucking tariff, right? Like if you have this. And maybe make the world more beautiful, a click is a million. The only way to do it is just till I pick that up while he's like, you think I was making it like before, like, Jay-Z sign me, in the way. I started making beats for DayZ on my Beats. Fucking better cuz I was like surrounded by jet. You know, he's like that's the thing is like, you know what, Simon her signing this year that I'm just going to fucking like, give up and like if that means a little bit mean, you know, and if it means I have to sacrifice being around the room and if lettuce is in, what was my driving force for most of my life, like what was like nothing it was like being liked, you know what I mean? Like that was like the thing like I was bucking legs man, like like and if someone didn't like, it was like, top of my phone always like,",3960.0,4021.0,220317_001_me.wav
3927," Jack or texting you this Jack, you know, the British guy.",4020.0,4026.0,220317_001_me.wav
3928," Like I'm telling you know, and I fucking acknowledged it and whatever in this like five like fuk, you know that used to the end. It's for my mom. She gets depressed. That's all she can think about. Is I got everyone's going to think I like fucking and I'm just like",4030.0,4042.0,220317_001_me.wav
3929," I do have love for him and I I fucking all after college, you know, I'll keep popping out because like we're not and you remember he cites, whatever that look at this big. I don't think it actually was a big growth thing for him cuz I see fucking no change, you know, but like whatever he says it may be shaking her. And as long as we continue to go out, it was like a bug that ever wants to like fucking look me in the eyes, you know and acknowledge me as like a person here and knowledge himself is then we can learn like yeah, I just had a hundred percent and I love that. It's just felt like",4045.0,4092.0,220317_001_me.wav
3930," I mean, it's like I felt like",4092.0,4095.0,220317_001_me.wav
3931," I just felt like something died within me when he said when we have a having the arguments, you know, know the door was the dreaming one, you know, and I just, it was like, in that, like, moment, it was like, I, I realized, you know, that like like this person does not see me and he doesn't really love me. And he, he, he, he, in fact, you know, he invite doesn't give a shit. What happens to me, like, you'd be happy for me. If I, if I got, if I got a job at Mackenzie, you know what I mean, you know.",4097.0,4135.0,220317_001_me.wav
3932," And you would tell me, where are you? Yeah, cuz you did the tell me something that he wants because he's like never fucking owned up to his existence. Everything is 100%. He he he he hasn't acknowledged that all, you know, and hopefully hasn't acknowledged. He hasn't acknowledged the God. I know he means it's like he just",4135.0,4156.0,220317_001_me.wav
3933, I asked and it was wise belief.,4159.0,4163.0,220317_001_me.wav
3934," I just I just felt something died within me. I wouldn't want. He said that and if you want if he has to have an ostomy, you know, do you know that he feels that we've been said of growing Apostle, distancing, whatever, I'm going to tell him, like everything about that, you know about how I felt like",4163.0,4181.0,220317_001_me.wav
3935," But the thing is, is that I know that I can say, if you want I can just fucking like she destroy him.",4182.0,4189.0,220317_001_me.wav
3936," You don't make his life feel meaningless without like I could seize his life to be meaningless, you know.",4191.0,4198.0,220317_001_me.wav
3937, Sounds like a rejection.,4201.0,4203.0,220317_001_me.wav
3938," Or something. It's like almost like that. Like that's the level that like, I think you really just telling him how you feel. I think that's what it would do to him.",4205.0,4213.0,220317_001_me.wav
3939, Get shaken.,4216.0,4218.0,220317_001_me.wav
3940," How am I supposed to just give him my gift given my like this, my artificial like this. And just have him communicates with it. And I've done this year for the interesting thing about this is that like I almost want like just communicate with with us, then have it just say everything.",4221.0,4246.0,220317_001_me.wav
3941," You know how to say, I like for them to discover what my opinion is of them.",4247.0,4252.0,220317_001_me.wav
3942," I mean if there be the announcement and then would be fucking great, could be a one February 2nd. If everyone knew everyone else thought of them.",4253.0,4265.0,220317_001_me.wav
3943," Then we could actually get to the bottom of shit. We can felt like, you know, a lot of people, a lot of a lot of no trust. If this is like a worldwide phenomenon, if everyone just knew that a lot of people died was with be started, lot of lot of",4265.0,4286.0,220317_001_me.wav
3944," Fucking brighter future When the Smoke Clears, I agree. I agree.",4286.0,4292.0,220317_001_me.wav
3945," This world's full of detritus, man.",4296.0,4299.0,220317_001_me.wav
3946," I just don't know, like, how I'm going to be, like, have to dinner tonight. You know, I'm thinking I'm like,",4300.0,4309.0,220317_001_me.wav
3947," I just I just I just I couldn't, but the thing is, is I'm not good at that, not that kind of performance. You know, I mean,",4311.0,4324.0,220317_001_me.wav
3948, I think you are.,4324.0,4325.0,220317_001_me.wav
3949," I know, but no. Kind of performance. Not what I found when I have like a fund in the set of like just problem with someone.",4326.0,4334.0,220317_001_me.wav
3950," Like you could you can you would like drag me with my like Teeth breaking in like the dots in the mud, you know, who just might. Like, I will, I will be biting down on the Rocks using my teeth to hold myself back, you know, like my fucking skull cracking before before before before before I before I can do those pleasantries, you know, like those plants and trees. I like the death of me. It's like the most Soul crushing thing in the world cuz I just want to. I just want to tell everyone exactly what I feel and I want to talk to them face and I want to just like I do I don't want I don't want to hold back.",4335.0,4379.0,220317_001_me.wav
3951," Probably one day a week. That's just how I feel threatened. Entire day is like reality, just cracks in the cement and snapping, you know, myself. It's it's like the one, like, most the timer on Simon her Sunny like I can make fucking Pleasant feel like that day, when you know, whatever it is, you know, it's like you probably have been that day where he says something to me and it just like, it is like, the basic started, like a sponge and like, I think my coping mechanism is just, I just turned. And so I like, hold very much hold, like the opinion, of Aryan, like, us lunch. Like, I held that opinion of our inside, and close to see how they turn into like a little game. Did they? Did they say anything about did you guys say anything about me? So that will do is do.",4381.0,4437.0,220317_001_me.wav
3952," X o. I just I just oh my God. Yeah, you do. When you have the strong feelings for someone like you can't really spare enough. Strong feelings about think I like impossible now. It's like, it's like there's a lack of calf. Everything in anything. You know, she might be in been totally different before.",4438.0,4494.0,220317_001_me.wav
3953," You know, when they were together, who knows, you know?",4494.0,4499.0,220317_001_me.wav
