,sentence,sentence_confidence,start_time,end_time,date,original_audio
36," What the fuck is going on? Oh, yeah, a hundred percent, but not kisses better than just provide the Anna and so",0.8650997281074524,0 days 00:15:21,0 days 00:15:27.200000,03/24/22,220324_004_me.wav
37," There is, there's a, there's a package called DB sequel, something, whatever it. Allow. It allows you to query SQL using a lot simpler. I think I have it loaded in at the top here. Maybe we can collaborate and I see how it you can say it and see her standing. Okay. Yeah. Just do like sequel in. Are we won't be using SQL particular. Is it the same? Mostly everything's the same except I think of my break because we'll be using PC quote and not see polite.",0.9572398662567139,0 days 00:15:31.900000,0 days 00:16:17.900000,03/24/22,220324_004_me.wav
38," One of them's just better for large amounts of data and they, and they do a lot of the newest, some different things, but said it would be wonderful. If you could just like one of the big things, I think that we need to do as a that's like, very cool since this would have liked. See, so to get us immediately important is that to get those business dates? And so taking a look at the raw file or just printing out. The head will let you know the Fest.",0.9600157737731934,0 days 00:16:21.200000,0 days 00:16:49.700000,03/24/22,220324_004_me.wav
39, I took like Prince. Let's just to create a new coach Unk. Yeah. Just we can just do it in our here. We'll just do like in that 10 mil. I should watch.,0.9247025847434998,0 days 00:16:50.300000,0 days 00:17:10.500000,03/24/22,220324_004_me.wav
40, I spoke to 19 through sequel.,0.6513295769691467,0 days 00:17:13,0 days 00:17:15.100000,03/24/22,220324_004_me.wav
41, Papa's.,0.4036642611026764,0 days 00:17:21.200000,0 days 00:17:24,03/24/22,220324_004_me.wav
42," And cool, so pretty much what we'll do is that we'll just do a select from then we'll just lemon.",0.8848674893379211,0 days 00:17:31.500000,0 days 00:17:39.500000,03/24/22,220324_004_me.wav
43, 10.,0.8726872801780701,0 days 00:17:40.400000,0 days 00:17:40.900000,03/24/22,220324_004_me.wav
44," Okay, you look that's busy State, don't quite understand. Let's look at the code book.",0.8050113916397095,0 days 00:17:43,0 days 00:17:55.700000,03/24/22,220324_004_me.wav
45," He's like a specific, probably look so we just got a date of Engagement in formats.",0.8847074508666992,0 days 00:17:56.300000,0 days 00:18:11.200000,03/24/22,220324_004_me.wav
46, How can I take a look at it? Really?,0.7851811051368713,0 days 00:18:12.900000,0 days 00:18:15.500000,03/24/22,220324_004_me.wav
47, Visit a team that seems really weird cuz that's something that we can ask them about because it be 7:00 at the end but could also decide could be the dish cut out. They cut out all the zeros. That would be an 18 84.,0.9076383709907532,0 days 00:18:18.200000,0 days 00:18:33.200000,03/24/22,220324_004_me.wav
48," and,",0.94596266746521,0 days 00:18:34.300000,0 days 00:18:34.900000,03/24/22,220324_004_me.wav
49, I was thinking thinking 18 and I'd be in but then like 80.,0.7269470691680908,0 days 00:18:36.100000,0 days 00:18:39.200000,03/24/22,220324_004_me.wav
50," I think it was I think I think it was I think it was so like when it was reading as a file and it was reading all of the CSV and see it, whatever it like assumed that it was like a double or something like that. And then took the and then just reformatted. It was something we should look at. We should look at the raw data.",0.9574356079101562,0 days 00:18:42.300000,0 days 00:19:00.100000,03/24/22,220324_004_me.wav
51, Directions. But you can see,0.9011402130126953,0 days 00:19:01.800000,0 days 00:19:03.900000,03/24/22,220324_004_me.wav
52," Pilot list of questions for Digicel like, a beautiful and the festival. The this is also a passing era. It has this this isn't necessarily for Destiny. This is something that's wrong with. So it off. Let me just do like that to end the SQL query.",0.9301164746284485,0 days 00:19:06.700000,0 days 00:19:25.300000,03/24/22,220324_004_me.wav
53, So I can select program type count as an from 10 mil Group by program type. So you just,0.8729146718978882,0 days 00:19:26.400000,0 days 00:19:35.100000,03/24/22,220324_004_me.wav
54," yeah, that's weird.",0.8352611660957336,0 days 00:19:36.400000,0 days 00:19:38.500000,03/24/22,220324_004_me.wav
55," But why what's up, what's wrong with this? So it it's too soft correctly. So because all of this, all of the tea, so the only thing separating that from that from that, not mean from all of these different things and I just call them is right, and that's a common missing somewhere. It wouldn't start reading the other row as we should take a look at the data for that. It might be a problem in the day 7 of might not. So we can have to like open up the data itself.",0.9551743268966675,0 days 00:19:39.500000,0 days 00:20:17.500000,03/24/22,220324_004_me.wav
56, But these most likely have problems that we have to deal with no problems that they can fix e.,0.8464649319648743,0 days 00:20:20.600000,0 days 00:20:25.600000,03/24/22,220324_004_me.wav
57," String in there. So nobody know, B, probably with those numbers. Don't make, don't make sense. Yeah, they want like one instance of the show, be right. That should be multiple. I'd like no show. No show. But it was. It did the other person. Yeah, right. Like we should not use that data because it would it's going to it's going to be fucked up. And so we should, we should we should take a look at",0.9274824261665344,0 days 00:20:30.500000,0 days 00:20:53,03/24/22,220324_004_me.wav
58, That's fine. Honestly right now in DC go Cruise needs to be like those can be generated and we can we can fix. We can fix all the right. Now. The the main thing to be doing we need to get done. Is that Daniel? Daniel? How you doing? Have you walked it all script?,0.9485265016555786,0 days 00:20:53.900000,0 days 00:21:13.300000,03/24/22,220324_004_me.wav
59," Okay, awesome. If you get if you stopped, if you just create an Oscar up, that will do the whole logistic regression like this, the simple one. No, I didn't call him is just walking on the encoding and all that shit like that. Seeing what you can do and cracking about them than we should be golden. Umbrella, do the map produced cross-eyed this this weekend or whenever I have the chance. I'm going to a rave tomorrow. So the queries, we just want to",0.9551478624343872,0 days 00:21:15.800000,0 days 00:21:43.800000,03/24/22,220324_004_me.wav
60," Like I was thinking about for the final presentation at, we can do that. The split, the split that makes sense to me is that you know, we're going to have like many slides. Just this is what they said. Looks like. These are all the different things. You know, these are",0.9569578766822815,0 days 00:21:45.600000,0 days 00:22:00.600000,03/24/22,220324_004_me.wav
61," Got my even just getting started walking. Like, once you get to a good spot with the with the SQL queries just like getting a final project template. Like the actual presentation. I'm like starting on that cuz like I feel like we can finish like the whole project in the next like 2 or 3 weeks and then we don't have to be an immensely helpful hundred percent. We can even like have a final presentation like complete and then we all we have to do is like practice it, you know, and do all these things, and then we can get it out of the fucking way. So we do, it doesn't stay with the other classes. That sounds good. Okay, so in terms of timeline,",0.9671854972839355,0 days 00:22:01.800000,0 days 00:22:42,03/24/22,220324_004_me.wav
62," In terms of timeline, let's Maybe.",0.9162994027137756,0 days 00:22:43.200000,0 days 00:22:46.100000,03/24/22,220324_004_me.wav
63, Got the generation tables doesn't doesn't really make any sense so far cuz you don't have the full screen. So just building out the sequel Curry's and getting a final presentation template.,0.947374701499939,0 days 00:22:47.800000,0 days 00:23:00.400000,03/24/22,220324_004_me.wav
64," Airline Packages, yeah, really. That would that would be beautiful and if you just keep them walking on these the sequel Curry's week cuz we're going to need to start getting not just of the overview ones, but it was supposed to have, like, thinking about what Collins we want to add. It would be interesting to try to understand English at weaning specific tape, which type of content, or what kind of cheese are you singing? Those things are going to be really fucking fantastic. We need to be nice. Like, I understand all of those things in order to build out the tables cuz we all feel like part of our thing is to is to sort of like the data visualization, the date of his PlayStation and all those things, but then there's also the the component of adding things that the logistic regression will find useful. So the thing is about like stuff about like the taste",0.985092043876648,0 days 00:23:04.200000,0 days 00:24:04,03/24/22,220324_004_me.wav
65," Edmonton things. I got. Something not that all can into it, but that's something not that the logistic regression can into it already by looking at Old to call them. So, it will. Realize, I do, you know, takes place. This size is a segment is highly correlated with this subtitle language preference. To those things on, are more useful for the actual visualization, understanding the data, then it is necessary for the logistic regression. Logistic regression is about to do. We need, we need like all them. That will actually help with his two crashes, regression determine.",0.942596435546875,0 days 00:24:04.200000,0 days 00:24:35.600000,03/24/22,220324_004_me.wav
66," Yes, the problem is that we don't really know yet because we need that data sat. That's going to walk with the. It's like we going to, we want to be able to us.",0.9165317416191101,0 days 00:24:36.900000,0 days 00:24:46.300000,03/24/22,220324_004_me.wav
67," Continuing needs to go. We'll get the day to start running. I will get that will get that thing running. The mapreduce process. Got the dataset, do logistic regression. Make sure it works. And then we can fasting the different queries because there's no point in like adding the queries from Southern Cleary's. If it already does, a really good job on the standing mean,",0.9387071132659912,0 days 00:24:47.400000,0 days 00:25:08.900000,03/24/22,220324_004_me.wav
68," Catcher. Throwing a, I mean, just the the, the site, I think of a 22 or something 24. It seems that we have 2024, different. Different fact, is we have more than that though because one hot, and Coatings again, that we going to need that in order to generate the fee chat Matrix, for instance.",0.9235051870346069,0 days 00:25:14.400000,0 days 00:25:33.700000,03/24/22,220324_004_me.wav
69," We're going to need to have the one about encoding princess for the language tag is that there's going to be you know, if that was 53 different like languages or whatever included 16 different languages that are included. Then you going to have to have like 60 different zeros, themselves into these encoding. So each observation will represent one row in this Lodge encoding featured basil, set rights, and what you'll have what we need to not something that we can do some research or so.",0.9370551109313965,0 days 00:25:35.500000,0 days 00:26:18.400000,03/24/22,220324_004_me.wav
70," The first thing to do, just make a very, very simple simple feature. Matrix include two different at two of the different columns. So we'll just stop by seeing if it walks with the in, which you only lest the program, type or the program, titled, the language, chosen the playback language for instance. And then that just dude left, we can just do a logistic regression on that fast, is that make sense. So that's what he was supposed to write it on the board. So what we're going to need to if you just search up like how to",0.9537945985794067,0 days 00:26:19.500000,0 days 00:26:53.700000,03/24/22,220324_004_me.wav
71, How to create 10in coatings on a on a day to set it up and figure it out and then you can also do another one. If you complete do another walk in the encoding of adding a couple more of the features in,0.9184310436248779,0 days 00:26:54.900000,0 days 00:27:10.500000,03/24/22,220324_004_me.wav
72," Yeah, he's going to need help with, then couldn't. Because the thing is, I do. I am the one, the one hunting Coatings chat either but like it's it's probably some shit. You can just land of a thousand some guys in line. So I'll figure that out.",0.9415173530578613,0 days 00:27:18.600000,0 days 00:27:32.100000,03/24/22,220324_004_me.wav
73," Yeah. So before we do the date question before, the meeting just an action items that we have to look at the rules CSV and see what it looks like in the CSV. So just open up the CSV. See if it like is the date in correct format in the CSA. Just like open up. Yeah, I can also do that on the lamp.",0.9556781649589539,0 days 00:27:45.400000,0 days 00:28:04.400000,03/24/22,220324_004_me.wav
74," I can also do the thing that we have to just a little action item if you can like ride ride to down, is",0.8958843350410461,0 days 00:28:12.200000,0 days 00:28:20.200000,03/24/22,220324_004_me.wav
75," See what we can, even just we can do that. Now. It's the one that's been open the 10, mL. I can also just check it on the lam 27 right now, shs.",0.9296956062316895,0 days 00:28:21.700000,0 days 00:28:31.800000,03/24/22,220324_004_me.wav
76," But it's yeah, I can do it easier in the in the command line on the land to 7.",0.9396513104438782,0 days 00:28:33.500000,0 days 00:28:42.700000,03/24/22,220324_004_me.wav
77, I'll push it to the gifts.,0.9363330006599426,0 days 00:28:45.300000,0 days 00:28:46.900000,03/24/22,220324_004_me.wav
78, Ctrl + 10 mil.,0.5816744565963745,0 days 00:28:47.800000,0 days 00:28:50.500000,03/24/22,220324_004_me.wav
79, Sample. CS had Academy just like I'm want like interest equal to understand Disney plus server service things that are going to be like somewhat like informative friendly anyting.,0.9211227297782898,0 days 00:28:51.700000,0 days 00:29:14,03/24/22,220324_004_me.wav
80," Just if you think it's interesting, just just write it and see.",0.9486100077629089,0 days 00:29:15.200000,0 days 00:29:19.100000,03/24/22,220324_004_me.wav
81, Okay.,0.9729730486869812,0 days 00:29:20.400000,0 days 00:29:20.900000,03/24/22,220324_004_me.wav
82, The dates are fine. It's just been.,0.8790872693061829,0 days 00:29:21.400000,0 days 00:29:24.500000,03/24/22,220324_004_me.wav
83, It's all luck. That's what the date. Look Who's Talking?,0.8561204671859741,0 days 00:29:26.300000,0 days 00:29:29,03/24/22,220324_004_me.wav
84," Yeah. Spot that's been the passing of it. That's a fantastic thing to figure out if you can, like figure out how correct play, how to do whatever so that the and then write those queries to see. So there's like, okay when the day to start when it starts where Aunt when it ends that would be beautiful, but it's not an obligate since equal rights being loaded in this equal. So something",0.9543132185935974,0 days 00:29:32.900000,0 days 00:30:02.100000,03/24/22,220324_004_me.wav
85, This person is date like this. It started like this.,0.8418518900871277,0 days 00:30:15.400000,0 days 00:30:18.600000,03/24/22,220324_004_me.wav
86," Yeah, the next time. It's definitely look at units format made it since you don't have time to last since the day.",0.7823930382728577,0 days 00:30:25.800000,0 days 00:30:32,03/24/22,220324_004_me.wav
87, Maybe it's not.,0.9509958624839783,0 days 00:30:51.400000,0 days 00:30:52.100000,03/24/22,220324_004_me.wav
88," Okay, sick.",0.7945462465286255,0 days 00:30:57.700000,0 days 00:30:58.800000,03/24/22,220324_004_me.wav
89," That all of that, all the files. I just organized that thing, so it should walk will do.",0.9003323316574097,0 days 00:31:01.600000,0 days 00:31:07.700000,03/24/22,220324_004_me.wav
90," Yeah, it's it's a long fucking scrap. That's the right. Okay. Yeah.",0.8307580351829529,0 days 00:31:10.400000,0 days 00:31:15.400000,03/24/22,220324_004_me.wav
91," Yeah, so this is like yeah, I'm at we'll see, we'll see how it works. If it works. So what the thing is about like it's it's also good worst case. If we like, front-load love this watch. We can actually got, we can actually might can actually help cuz he won't feel like Radisson in that. She said of giving us, we can be like look at whatever shit we produce and then he can fix it. And then it's so much easier. The exactly was it supposed to give it a shot and see how low.",0.9418435096740723,0 days 00:31:17.500000,0 days 00:31:47.400000,03/24/22,220324_004_me.wav
92," just,",1.0,0 days 00:31:48.700000,0 days 00:31:49.400000,03/24/22,220324_004_me.wav
93, Is that for tomorrow?,0.644982099533081,0 days 00:31:52.700000,0 days 00:31:53.900000,03/24/22,220324_004_me.wav
94," So out to the Hundred Days thing did not like I'm never going to go to another event. Again is the first one I've gone to and it was just it was just such an ass man. I was I just yeah the thing is I went out to smoke a cigarette I couldn't get back up. And so yeah, and so I ended up just walking around like downtown and just talkin to random security guards. Be much. Yeah.",0.9382177591323853,0 days 00:32:00.200000,0 days 00:32:27,03/24/22,220324_004_me.wav
95," Do do Ismael. It wasn't? Yeah, it was it was a lot. It was it was a lot but then I just and then I came back and shit just started going down. And I started seeing just like the detritus of all of this of our class just like tossed out into the street and just all the vomit, you know, I got like to go phone and all of my shoes cuz I like just fucking take like three drinks and chill out. You know, like what is the gross?",0.9385623931884766,0 days 00:32:27.800000,0 days 00:33:02.500000,03/24/22,220324_004_me.wav
96, We say.,0.7066354155540466,0 days 00:33:10,0 days 00:33:10.500000,03/24/22,220324_004_me.wav
97, Is our emails about that. I'll let you know about that. I haven't checked at. Did you have to take this evening?,0.8215856552124023,0 days 00:33:11.700000,0 days 00:33:20.400000,03/24/22,220324_004_me.wav
98, Okay.,0.8457913994789124,0 days 00:33:22.200000,0 days 00:33:23.300000,03/24/22,220324_004_me.wav
99, 12.,0.6074889302253723,0 days 00:33:25,0 days 00:33:25.400000,03/24/22,220324_004_me.wav
100," They think they know what we've done and we'll have when my while you're walking through some of the day. So just see if she has any questions come up and write them down, everyone. It would be good. If everyone just brought like one question, even if it was just if you figure out the dates yet and figure out the times between those things. I'd be beautiful bring even just a bulshit question. Same question about about like, I feel like everyone brings one question. We should be chilled something. Even if it's just about Disney or it's about the costing them about that job or some shit like that, you know,",0.9681740403175354,0 days 00:33:27.900000,0 days 00:34:01.300000,03/24/22,220324_004_me.wav
101," yeah, yeah, if we if we have it at like make make like meeting notes just so we can walk through something and just we can say we should we take",0.8901896476745605,0 days 00:34:03.300000,0 days 00:34:22.200000,03/24/22,220324_004_me.wav
102, I know I've just been staying at Sandra's birthday to. It was on a Tuesday.,0.8201112151145935,0 days 00:34:35.400000,0 days 00:34:42.600000,03/24/22,220324_004_me.wav
103," Yeah, I lost my fucking phone somewhere in the room. That ain't came in early today. I was like, why is this phone has love that.",0.8989743590354919,0 days 00:34:44.100000,0 days 00:34:53.100000,03/24/22,220324_004_me.wav
104, How about you is good.,0.8440278768539429,0 days 00:34:54.400000,0 days 00:34:55.900000,03/24/22,220324_004_me.wav
105," Oh, both days.",0.7957274913787842,0 days 00:34:57.100000,0 days 00:34:58,03/24/22,220324_004_me.wav
106, Accordion.,0.31193992495536804,0 days 00:35:01.400000,0 days 00:35:02.100000,03/24/22,220324_004_me.wav
107, How fat I was putting myself in bed.,0.694208025932312,0 days 00:35:05.400000,0 days 00:35:08.200000,03/24/22,220324_004_me.wav
108, Other news. Job. That's fantastic. What y'all doing?,0.9031935334205627,0 days 00:35:12.300000,0 days 00:35:16.300000,03/24/22,220324_004_me.wav
109, They send you an offer or something. Is it? Congratulations?,0.8227298855781555,0 days 00:35:23.100000,0 days 00:35:28,03/24/22,220324_004_me.wav
110," Yeah, but seem like a really rough fucking process job.",0.920357346534729,0 days 00:35:29.400000,0 days 00:35:34.200000,03/24/22,220324_004_me.wav
111," Yeah, I mean, that's the whole that's what a joke. I mean thing is most skills of people have. Unless it's like a very specific kind of scale. This is like a coding. All I got whatever almost you never actually end up using them as much. Most of your most of what you're probably going to do is just like, just like random like shit walking hymel's. That's like what most jobs are like one cool thing, but like most of it most of it's just, it's just like emails and just bullshit.",0.9413068890571594,0 days 00:35:44.500000,0 days 00:36:14.800000,03/24/22,220324_004_me.wav
112," Good. Yeah, I agree with that. I think I think people should get paid for that time. But then again it's also like that would also make it to that like people decide to live father. Like we have a lot that was opportunity getting in Floyd know. But it would mean that like most most jobs are scented most offensive in the middle of the city and so like only rich people would be, would have thought Bethel.",0.9113792777061462,0 days 00:36:18.800000,0 days 00:36:43.700000,03/24/22,220324_004_me.wav
113," Yeah, I know. But unless they've got that, that is pastina with what whatever. Like yeah.",0.8562690615653992,0 days 00:36:47.600000,0 days 00:36:53.900000,03/24/22,220324_004_me.wav
114, That's good.,0.9938145279884338,0 days 00:36:56.400000,0 days 00:36:57.100000,03/24/22,220324_004_me.wav
115, Congrats santastic.,0.9113062620162964,0 days 00:36:59.900000,0 days 00:37:01.900000,03/24/22,220324_004_me.wav
116," It's going to be Seattle, you know, Ari work things out.",0.7111402750015259,0 days 00:37:04,0 days 00:37:06.500000,03/24/22,220324_004_me.wav
117, Are you still in break?,0.6285287141799927,0 days 00:37:14.800000,0 days 00:37:16.400000,03/24/22,220324_004_me.wav
118," by the way, it's a really good to have explicit conversation about",0.9361963272094727,0 days 00:37:24.700000,0 days 00:37:29.700000,03/24/22,220324_004_me.wav
119, What it means to be on a break or not. It's like really important because and are you guys open?,0.9117258191108704,0 days 00:37:31,0 days 00:37:38.300000,03/24/22,220324_004_me.wav
120, Okay.,0.9596227407455444,0 days 00:37:49.100000,0 days 00:37:49.700000,03/24/22,220324_004_me.wav
121, Things are looking up.,0.9907218217849731,0 days 00:37:57.200000,0 days 00:37:58.300000,03/24/22,220324_004_me.wav
122," Black panther fight ever since it is like, yeah. I know who's wearing it every day.",0.7543134689331055,0 days 00:38:00.700000,0 days 00:38:05.500000,03/24/22,220324_004_me.wav
123," Oh, yeah, I'm going to I'm going to I should go to that too. I just saw him.",0.9736440181732178,0 days 00:38:09.600000,0 days 00:38:13.700000,03/24/22,220324_004_me.wav
124, One sec. Let me see.,0.9730240106582642,0 days 00:38:15.700000,0 days 00:38:18.400000,03/24/22,220324_004_me.wav
125," Hey, son, what's up?",0.9531360864639282,0 days 00:38:26.600000,0 days 00:38:27.700000,03/24/22,220324_004_me.wav
126," Oh, yeah, I'm going to go. I just met this guy. Just, I just saw him at leader. He was a friend from from the freshman year, and he just he's putting on the documentary that he's been walking.",0.8986815214157104,0 days 00:38:30,0 days 00:38:43.600000,03/24/22,220324_004_me.wav
127," Yeah, I know. This is. Yeah, this is that guy. He's great. We, we used to hang out a little bit and so,",0.8833922743797302,0 days 00:38:46.800000,0 days 00:38:54.400000,03/24/22,220324_004_me.wav
128, with a,0.6898697018623352,0 days 00:38:56.600000,0 days 00:38:57.200000,03/24/22,220324_004_me.wav
129, Really?,0.9876290559768677,0 days 00:38:59.100000,0 days 00:38:59.600000,03/24/22,220324_004_me.wav
130," You got me there, free food to Canes. I'm yeah, you should come. I was thinking of coming for like a for some it's a 30 minute documentary. So I don't think it's at but you have to, I can also see if I can. You can also just eat that mushroom pizza and got to walk in your shed. I just thought I saw him cuz I want some of the fountain for a meeting and he was just like, oh, yeah, of course, I'm coming, you know.",0.9281684160232544,0 days 00:39:01.200000,0 days 00:39:27.500000,03/24/22,220324_004_me.wav
131," Really Kate, you should drink all the. I guess that's all. She's man.",0.8308954834938049,0 days 00:39:31.400000,0 days 00:39:37.700000,03/24/22,220324_004_me.wav
132, How you feeling? Are you feeling better?,0.6820979714393616,0 days 00:39:39.200000,0 days 00:39:40.600000,03/24/22,220324_004_me.wav
133," Okay, I'll see you later in the library then or at your place. That's probably going to be in today. I'm going to start or sit in the back and my computer to walk a little bit but",0.8749548196792603,0 days 00:39:41.800000,0 days 00:39:51.400000,03/24/22,220324_004_me.wav
134," yeah, so",0.544218897819519,0 days 00:39:53.700000,0 days 00:39:54.700000,03/24/22,220324_004_me.wav
135," okay. Yeah, I just left it like that and then we can meet up. We can also walk to your place. I will find a different place to walk later on. Ya precisely.",0.8623708486557007,0 days 00:39:57.600000,0 days 00:40:10,03/24/22,220324_004_me.wav
136, Hyundai's is my last.,0.7963899374008179,0 days 00:40:10.900000,0 days 00:40:12.400000,03/24/22,220324_004_me.wav
137," No way. I'm fucking getting on the bus with CNC is again. I'm going to write tomorrow, so",0.8931610584259033,0 days 00:40:14.700000,0 days 00:40:20.700000,03/24/22,220324_004_me.wav
138, I woke up Pikmin. Is that the one?,0.7570366263389587,0 days 00:40:21.700000,0 days 00:40:23.600000,03/24/22,220324_004_me.wav
139, Listen.,0.5017855763435364,0 days 00:40:24.900000,0 days 00:40:25.700000,03/24/22,220324_004_me.wav
140, Metal piece in the back like a great that I have my phone now.,0.8457720875740051,0 days 00:40:46.900000,0 days 00:40:50.900000,03/24/22,220324_004_me.wav
141, Cool.,0.9838444590568542,0 days 00:40:52.400000,0 days 00:40:52.900000,03/24/22,220324_004_me.wav
142, I'm on the white spots. My thesis shit. Now know it's late.,0.8696293234825134,0 days 00:40:56.700000,0 days 00:41:00.900000,03/24/22,220324_004_me.wav
143," No, so what I'm doing is I'm going through everything. I'm going through, like I have to go through like, you know, I probably have to get like 20 hours or do you just listen to it and cut it up? This is when I'm speaking, this is when it's silence. This is when someone else's speaking. This is when silence and the thing is that conversation, feel like I have to split it up. So fucking much. It's really fucking rough.",0.9580253958702087,0 days 00:41:03.700000,0 days 00:41:27.400000,03/24/22,220324_004_me.wav
144, What's?,0.6077997088432312,0 days 00:41:30.300000,0 days 00:41:43.800000,03/24/22,220324_004_me.wav
145, Personal identity.,0.5782606601715088,0 days 00:41:45.500000,0 days 00:41:46.600000,03/24/22,220324_004_me.wav
146, Sprouts.,0.7854372262954712,0 days 00:41:48.300000,0 days 00:41:49,03/24/22,220324_004_me.wav
147," Wait, so you can bring people.",0.8995442390441895,0 days 00:41:51.100000,0 days 00:41:52.900000,03/24/22,220324_004_me.wav
148," This voice is s o. I mean about this wink wink, you know what I mean?",0.9144619107246399,0 days 00:42:04.400000,0 days 00:42:18.900000,03/24/22,220324_004_me.wav
149, Most annoying with the most legendary.,0.9153996109962463,0 days 00:42:22,0 days 00:42:24.400000,03/24/22,220324_004_me.wav
150, I think we'll be good. He's a good filmmaker. So,0.920356273651123,0 days 00:42:34.600000,0 days 00:42:36.900000,03/24/22,220324_004_me.wav
151, be great. I hope you're,0.6796773672103882,0 days 00:42:38.800000,0 days 00:42:40.100000,03/24/22,220324_004_me.wav
152, yeah.,0.8486946225166321,0 days 00:42:43.300000,0 days 00:42:43.800000,03/24/22,220324_004_me.wav
153," Yeah, I know who is the grills and shit?",0.82807856798172,0 days 00:42:45.500000,0 days 00:42:48.100000,03/24/22,220324_004_me.wav
154," Yes, exactly. The big brown stomach.",0.8483138680458069,0 days 00:42:54.200000,0 days 00:42:59,03/24/22,220324_004_me.wav
155, How many monitors Michigan from Lake? Enter for like a fool. You do one email on each monitor?,0.8604716062545776,0 days 00:43:01.200000,0 days 00:43:28.700000,03/24/22,220324_004_me.wav
156, Russian army gun.,0.36595168709754944,0 days 00:43:38,0 days 00:43:40.300000,03/24/22,220324_004_me.wav
157, Go down.,0.25445419549942017,0 days 00:43:51.300000,0 days 00:43:54.200000,03/24/22,220324_004_me.wav
158, Have you been with you to spring break?,0.8469803929328918,0 days 00:43:57.900000,0 days 00:43:59.400000,03/24/22,220324_004_me.wav
159, Is he an oil guy?,0.8259633779525757,0 days 00:44:01,0 days 00:44:02,03/24/22,220324_004_me.wav
160, Drive to Davis then off to its oil rigs. What? What brought your dad today?,0.8925241231918335,0 days 00:44:09.800000,0 days 00:44:16.400000,03/24/22,220324_004_me.wav
161, Is Simon Simon assigning coming?,0.7650880217552185,0 days 00:44:21.500000,0 days 00:44:24,03/24/22,220324_004_me.wav
162, Arsenal Mall.,0.7180057168006897,0 days 00:44:25.800000,0 days 00:44:26.900000,03/24/22,220324_004_me.wav
163, We are going to be fun. Great filmmakers.,0.7973734140396118,0 days 00:44:30,0 days 00:44:32.700000,03/24/22,220324_004_me.wav
164, A Havanese.,0.9452354907989502,0 days 00:44:34.700000,0 days 00:44:35.400000,03/24/22,220324_004_me.wav
165," No, Game, No fucking clip. Nice, but I'm just a man.",0.8476610779762268,0 days 00:44:43.300000,0 days 00:44:46.400000,03/24/22,220324_004_me.wav
166, I like app.,0.42532554268836975,0 days 00:44:48.200000,0 days 00:44:48.900000,03/24/22,220324_004_me.wav
167, Not one used to like like knowing of me but like Alyssa watch.,0.7902331948280334,0 days 00:44:57,0 days 00:45:00.600000,03/24/22,220324_004_me.wav
168, Greatmats.,0.6876180171966553,0 days 00:45:07.300000,0 days 00:45:07.900000,03/24/22,220324_004_me.wav
169," Yeah, famous not cool, man, like things that can make you Infamous, you know what I mean? But right now, we'll see about that and just throw up my hands and then went to showings and just in case it's going around the aisles selling Rotten Tomatoes.",0.9142610430717468,0 days 00:45:12.600000,0 days 00:45:50.400000,03/24/22,220324_004_me.wav
170," Apothic reason, you know you want to show you want to sound like I'm bitching roll sense of like you put me through this, you know, some people got to get that feeling Taco Time.",0.9216578006744385,0 days 00:45:51.900000,0 days 00:46:06,03/24/22,220324_004_me.wav
171," But then you have to clean it up. I been making myself for a while. Now. I'm building a small, particle metrics and stuff like that. And also like make a eyes. That's a recreate my speech. And so, you can, like, talk with yourself and instead of got down to. So does the house of thing, I'm training, a bunch of machine learning chat. Now, the sword. It was so through it, train some models and see what kinds of things I can find. Some of John Willingham times meaner to the Pirates tremendously Rotten Tomatoes to me.",0.9324658513069153,0 days 00:46:07.100000,0 days 00:46:45.500000,03/24/22,220324_004_me.wav
172, I'll see you inside.,0.7901260852813721,0 days 00:46:56,0 days 00:46:56.700000,03/24/22,220324_004_me.wav
173, Let's go find a place and back.,0.7971863150596619,0 days 00:47:31.400000,0 days 00:47:36.100000,03/24/22,220324_004_me.wav
0,What's on Church?,0.8299630284309387,0 days 00:00:20.500000,0 days 00:00:21.400000,03/24/22,220324_005_me.wav
1, and when,0.6510509252548218,0 days 00:00:22.300000,0 days 00:00:22.900000,03/24/22,220324_005_me.wav
2, IPhone.,0.43358561396598816,0 days 00:00:31.700000,0 days 00:00:32.500000,03/24/22,220324_005_me.wav
3," Beautiful. He's really counting on. This is really like powerful. That's why I was all about pretty much prison reform and shit like that and he was going around like the man-made until I've gotten, it was a he just he was a beautiful, don't make it so it's like it's like the music was fantastic and all the shops were great as like as everything's going. Great guy. He's like one of those people who just like unbelievably Suave just right. So so he's like,",0.8991122841835022,0 days 00:00:33.600000,0 days 00:01:11.300000,03/24/22,220324_005_me.wav
4," He's pretty, he's pretty little thing. Is that like heavy stuff?",0.904741644859314,0 days 00:01:12.800000,0 days 00:01:15.500000,03/24/22,220324_005_me.wav
5," If you got any, what about why?",0.7744610905647278,0 days 00:01:23.700000,0 days 00:01:28.200000,03/24/22,220324_005_me.wav
6, Really? It's really funny though. Sometimes.,0.88104647397995,0 days 00:01:30,0 days 00:01:42.600000,03/24/22,220324_005_me.wav
7, Sea anemone.,0.855173647403717,0 days 00:01:46.500000,0 days 00:01:47.300000,03/24/22,220324_005_me.wav
